coauthor,_freq
Antoine BOMMIER,1
Antoine BOZIO,2
Antoine Barbot,1
Antoine Berthou,7
Antoine Billot,2
Antoine Bommier,10
Antoine BouÃ«t,6
Antoine Bozio,85
Antoine Camous,1
Antoine Chaillon,1
Antoine Conze,1
Antoine D'AUTUME,1
Antoine D'Autume,6
Antoine De Kergommeaux,1
Antoine Dechezlepretre,1
Antoine DechezleprÃªtre,6
Antoine Ducorps,1
Antoine Dâ€™AUTUME,1
Antoine Dâ€™Autume,2
Antoine Faure-Grimaud,10
Antoine Gervais,1
Antoine Godin,2
Antoine Goujard,1
Antoine Hochart,1
Antoine Imberti,1
Antoine Loeper,1
Antoine MalÃ©zieux,2
Antoine Mandel,45
Antoine Martin,10
Antoine Moreau,1
Antoine Parent,3
Antoine Picot,1
Antoine Soubeyran,2
Antoine Terracol,1
Antoine Toisoul,2
Antoine d' Autume,3
Antoine d'AUTUME,4
Antoine d'Autume,47
Antoine de Kergommeaux,5
Antoine dâ€™Autume,16
Antoinette Baujard,8
Antoinette Schoar,97
Anton Brender,1
Anton Cheremukhin,4
Anton GÃ¤lli,1
Anton Kolotilin,3
Anton Konrad,1
Anton Korinek,8
Anton Orlich,1
Anton Petukhov,1
Anton Rasmussen,1
Anton Schuurman,1
Anton Sobolev,1
Antonella Ianni,2
Antonella Nocco,6
Antonella Pinnelli,1
Antonella Trigari,31
Antonello D'Agostino,4
Antonello Dâ€™Agostino,3
Antonello E Scorcu,1
Antoni Bosch,1
Antoni Bosch DomÃ¨nech,1
Antoni Bosch i DomÃ¨nech,1
Antoni Bosch-Domenech,4
Antoni Bosch-DomÃ¨nech,4
Antoni Calvo-Armengol,3
Antoni CalvÃ³-A,1
Antoni CalvÃ³-Armengol,27
Antoni CalvÃ³â€Armengol,6
Antoni Cunyat,2
Antoni Estevadeordal,4
Antonia Atanassova,3
Antonia Diaz,1
Antonia DÃ­az,1
Antonia DÄ±az,1
Antonia Maier,1
Antonia Micucci,1
Antonie Van Rensburg,1
Antonin Benyacar,1
Antonin Bergeaud,10
Antonin MacÃ©,10
Antonin Pottier,2
Antonino Palumbo,1
Antonino Zanette,3
Antonio A Arechar,2
Antonio Accetturo,1
Antonio Acconcia,5
Antonio Barros de Castro,1
Antonio Bento,7
Antonio Cabrales,148
Antonio Casas,1
Antonio Ciccone,114
Antonio Cicone,1
Antonio Di Paolo,2
Antonio Dias da Silva,1
Antonio EspÃ­n,1
Antonio Estache,9
Antonio F Galvao,3
Antonio F Galvao Jr,1
Antonio Falato,2
Antonio Fatas,1
Antonio FatÃ¡s,4
Antonio Filippin,2
Antonio Flavio Dias Avila,1
Antonio Franco,1
Antonio G GÃ³mez-Plana,1
Antonio Gargano,7
Antonio Gay,1
Antonio Grilo,1
Antonio Guarinno,3
Antonio Guarino,11
Antonio GÃ³mez GÃ³mez-Plana,1
Antonio J Morales,6
Antonio JR Nardy,1
Antonio Jamie Castillo,1
Antonio Jarquin,1
Antonio Lijoi,1
Antonio Lora,1
Antonio M Bento,1
Antonio M EspÃ­n,1
Antonio Manresa,4
Antonio Marra,1
Antonio MendonÃ§a,1
Antonio Merlo,11
Antonio Minniti,3
Antonio Miralles,4
Antonio Moore,1
Antonio Moreno,2
Antonio Navarro GarcÃ­a,1
Antonio Navarro-GarcÃ­a,5
Antonio Navas,1
Antonio Nicolo,4
Antonio NicolÃ²,1
Antonio NicolÃ³,1
Antonio Nucifora,1
Antonio Parisi,1
Antonio Penta,10
Antonio R Sampayo,5
Antonio Rangel,35
Antonio Rubia,2
Antonio Rubia Serrano,3
Antonio Ruiz Porras,1
Antonio Ruiz-Porras,1
Antonio Sampayo,1
Antonio Scipioni,1
Antonio Simonetti,1
Antonio Spilimbergo,8
Antonio Tena-Junguito,1
Antonio Verdejo-Garcia,2
Antonio Vezzani,1
Antonio Villanacci,3
Antonio Villar,3
Antonio Yunez-Naude,1
Antonio YÃºnez Naude,1
Antonio YÃºnez-Naude,1
Antonio Zabalza,1
Antonio de Amescua Seco,1
Antonis Papachristodoulou,4
Antony B Atkinson,1
Antony Dnes,1
Antony Hooper,1
Antony Millner,5
Antony Thorpe,2
Antoon AJ Pelsser,1
Antoon H van den Elzen,1
Antoon Vandevelde,1
Antoon van den Elzen,1
Antti Ilmanen,1
Antti Kauhanen,1
Antti Talvitie,1
Antulio N Bomfim,1
AntuÌlio Neves Bomfim,1
AntÃ³nio Dias Da Silva,1
AntÃ³nio Oliveira,1
AntÃ³nio Pereira,1
Anu Garrib,1
Anu Rammohan,5
Anubhab Gupta,1
Anubhav Gupta,1
Anuj K Shah,1
Anujit Chakraborty,2
Anup Basu,1
Anup Das,5
Anup K Bhandari,1
Anup Srivastava,1
Anupam B Jena,2
Anupam Chattopadhyay,1
Anupam Kumar Nath,4
Anupam Rastogi,2
Anupkumar R Anvikar,1
Anuraag Chigurupati,1
Anuraag Pakanati,1
Anuradha Basu,2
Anuradha M Annaswamy,1
Anurag A Agrawal,1
Anurag Sharma,6
Anurupa Sen,1
Anusha Chari,58
Anusha Nath,8
Anushma Ghosh,1
Anushree Ghosh,1
Anusua Basu Roy Chaudhury,1
Anusua Datta*,1
Anwar Shah,4
Anwen Zhang,4
Anwendungen des Prinzips vom komparativen Vorteil,1
Anwesha Banerjee,5
Anya C Samak,2
Anya C Savikhin,2
Anya Khanthavit,1
Anya Levy Guyer,1
Anya M McGuirk,1
Anya Samek,21
Anya Savikhin Samek,12
Anya Schiffrin,1
Anzelika Zaiceva,3
Anzhela Knyazeva,5
Anâ€Chi Tung,1
Ao Sun,1
Aoi Honda,2
Aoife Hanley,6
Aoife Hannan,2
Aparajita Goyal,2
Aparna Krishnan,1
Aparna Mathur,6
Aparna Seth,4
Aparna Soni,3
Aphichat Chamratrithirong,2
Apostolis Philippopoulos,8
Apostolos Serletis,2
Aprajit Mahajan,16
April Blanchard,1
Aptullah Kuran,1
Apurva Kumar,2
Ara Stepanyan,2
Aradhna Krishna,1
Aram G Sogomonian,1
Arantxa Jarque,2
Arantza Ugidos,2
Aranya Sen,1
Arash Nekoei,2
Arcadi Navarro,1
Arcangelo Figliuzzi,1
Arcenis Rojas,1
Arcesio Lopez,1
Archana Dang,1
Archana S Kher,1
Archawa Paweenawat,1
Archie Craig MacKinlay,2
Archisman Sen,2
Arcidiacono Peter,1
Arden Finn,3
Arden Kreeger,1
Ardi Hartono,5
Ardo Hansson,2
Areendam Chanda,8
Arend de Groot,1
Arghya Ghosh,4
Arghya Pradhan,1
Argia M Sbordone,5
Argimiro A Arratia-Quesada,3
Argimiro Alejandro Arratia Quesada,2
Argimiro Arratia,22
Argimiro Arratia Quesada,1
Argyris Oraiopoulos,1
Arhan Ertan,1
Ari Abramson,2
Ari B Friedman,1
Ari D Gerstle,1
Ari Gerstle,1
Ari Hyytinen,3
Ari I Jonisch,1
Ari Kuncoro,1
Ari Morse,1
Ariadna Dumitrescu,3
Ariadne E Rivera-Aguirre,2
Ariana Mohnke,1
Ariana Salas,1
Ariane Lambert-Mogiliansky,7
Ariane Marie-Mitchell,1
Ariane PailhÃ©,1
Ariane Szafarz,1
Arianna Maglietta,1
Arianna Ornaghi,1
Arianna Zanolini,13
Ariaster B Chimeli,1
Arie Beresteanu,6
Arie C Bouter,1
Arie E Kaufman,1
Arie Gelderblom,1
Arie Kapteyn,26
Arieh Gavious,1
Ariel Ben Yishay,1
Ariel BenYishay,9
Ariel Binder,2
Ariel Burstein,49
Ariel D Procaccia,8
Ariel Dora Stern,2
Ariel J Binder,1
Ariel Kalil,4
Ariel Knafo,1
Ariel Linden,1
Ariel M Marek,1
Ariel M Mecikovsky,1
Ariel Mecikovsky,1
Ariel Ortiz-Bobea,1
Ariel PAKES,1
Ariel Pakes,152
Ariel Porat,1
Ariel Rubenstein,1
Ariel Rubinstein,140
Ariel Ruinstein,1
Ariel Stanley Pakes,1
Ariel T Burstein,7
Ariel Telpaz,1
Ariel Tomas Burstein,2
Ariel Zetlin-Jones,6
Ariela Caglio,2
Ariela Zycherman,1
Ariell Reshef,25
Ariella Kahn-Lang,2
Arielle Bonneville-Roussy,2
Arielle Sherman,1
Arif Dowla,2
Arijit Mukherjee,5
Arijit Mukherji,3
Arijit Sen,25
Arijita Dutta,3
Arijt Sen,1
Arik Levinson,63
Arik M Levinson,1
Arik Mark Levinson,1
Arild Aakvik,8
Arild Angelsen,3
Arild Moe,1
Arindam Das Gupta,2
Arindam Das-Gupta,8
Arindam Nandi,5
Arindrajit Dube,19
Aris Daniilidis,7
Aris Spanos,1
Aristides Patrinos,1
Aristidou Chrystalleni,2
Aristomene Varoudakis,2
Aristos Doxiadis,1
Arizo Karimi,3
Arjan Blokland,1
Arjan Gras,1
Arjan Heyma,4
Arjan Non,8
Arjan de Wit,1
Arjana Brezigar Masten,1
Arjana Brezigar-Masten,2
Arjen Hussem,1
Arjen P De Vries,2
Arjen P de Vries,6
Arjen Paul Vries,2
Arjen van Dijkhuizen,1
Arjum,1
Arjun Bedi,2
Arjun Devarajan,1
Arjun Jayadev,4
Arjun Kalyanpur,2
Arjun S Bedi,2
Arjun Sengupta,6
Arjun Singh Bedi,2
Arkadi Predtetchinski,61
Arkadi Predtetchinskii,1
Arkadii Slinko,2
Arkady Konovalov,6
Arlan Brucal,1
Arlen GuarÃ­n,3
Arlene Ash,4
Arlene M Fiore,4
Arlene S Ash,18
Arlene Wong,4
Arlina D'cunha,1
Arlington W Williams,10
Arlington Williams,9
Arman Noroozian,1
Arman Rezaee,4
Armando Barrientos,1
Armando Castelar Pinheiro,1
Armando Gomes,5
Armando Gomesy,1
Armando HerrerÃ­as,1
Armando J Garcia Pires,2
Armando Massarenti,1
Armando Miano,4
Armando Razo,9
Armando Rungi,4
Armartya Sen,2
Armatya Sen,2
Armida Alishjabana,1
Armin FALK,1
Armin Falk,388
Armin Hansel,2
Armin Podtschaske,1
Armin Rick,3
Armin Schmutzler,96
Armin W Thomas,1
Arminio Fraga,3
Arnab Basu,15
Arnab Bhattacharjee,1
Arnab K Basu,52
Arnab Maity,2
Arnald J Kanning,1
Arnald Jurriaan Kanning,1
Arnald Kanning,1
Arnaldo Zelli,1
Arnaud Cheron,2
Arnaud Chevalier,5
Arnaud ChÃ©ron,14
Arnaud Costinot,73
Arnaud Debussche,1
Arnaud Dellis,1
Arnaud Devleeschauwer,5
Arnaud Doucet,4
Arnaud Ducrot,1
Arnaud Dupuy,18
Arnaud Dupuy*,1
Arnaud Guyader,1
Arnaud Lefranc,5
Arnaud Maurel,7
Arnaud Philippe,2
Arnaud SÃ©journÃ©,1
Arnauld SÃ©journÃ©,9
Arnd Heinrich Klein,1
Arnd Klein,1
Arne Bigsten,8
Arne KleinstÃ¼ck,1
Arne L Kalleberg,3
Arne Melchior,1
Arne Strom,1
Arne Uhlendorff,1
Arne Weiss,1
Arni KristjÃ¡nsson,3
Arnim Langer,22
Arno Eichberger,2
Arno Hartholt,2
Arno Riedl,119
Arno Schmoller,2
Arno SchmÃ¶ller,6
Arnob Ghosh,16
Arnold Baker,1
Arnold Bakker,1
Arnold C Harberger,173
Arnold Chassagnon,1
Arnold Collery,2
Arnold D Kaluzny,1
Arnold Harberger,30
Arnold Heertje,2
Arnold M Epstein,2
Arnold Milstein,1
Arnold P Reznek,1
Arnold Picot,1
Arnold S Monto,1
Arnold Zellner,5
Arnold von Eckardstein,1
Arnoldo Cabrai,1
Arnon Keren,3
Arnoud Aardema,1
Arnoud Boot,2
Arnstein Aassve,1
Arnt O Hopland,2
Arnulf Griâ€˜ibler,1
Arnulf GrÃ¼bler,2
Arnulfo Rodriguez,1
Aroldo Misi,1
Aron A Gottesman,1
Aron Balas,1
Aron S Buchman,2
Aroop Sen,1
Arpad Abraham,3
Arpad Morotz,1
Arpita Banerjee,2
Arpita Chatterjee,2
Arpita Ghosh,63
Arpita Sen,3
ArpÃ¡d AbrahÃ¡m,1
Arsenio Balisacan,1
Arsenio M Balisacan,1
Arseniy Mamedov,1
Arseny Mamedov,2
Arshad Zaman,2
ArsÃ¨ne Ravelo,1
Art Diskin,1
Art Durnev,5
Art Lewbel,1
Art Peng,3
Art Xiao Peng,2
Artashes Karapetyan,1
Artem Polyvyanyy,1
Artem Prokhorov,2
Arthur A Small,1
Arthur A Stone,10
Arthur A Van Benthem,1
Arthur A van Benthem,3
Arthur Alik Lagrange,1
Arthur Alik-Lagrange,6
Arthur Alikâ€Lagrange,1
Arthur Arthur Donald Campbell,1
Arthur Berg,8
Arthur Blouin,3
Arthur Campbell,14
Arthur Carvalho,8
Arthur Charpentier,1
Arthur E Gandolfi,1
Arthur E Gravatt,1
Arthur Edison Cullison,1
Arthur F Burns,1
Arthur F Moreau,6
Arthur Fraas,1
Arthur Goldsmith,1
Arthur Grimes,1
Arthur Grinath,1
Arthur Grinath III,2
Arthur H Goldsmith,22
Arthur HM Ter Hofstede,1
Arthur HM ter Hofstede,1
Arthur Hosios,1
Arthur J Hosios,5
Arthur J Lurigio,4
Arthur J Robson,9
Arthur J. Cordell,1
Arthur JHC Schram,1
Arthur Jackson,1
Arthur Kennickell,1
Arthur Kleinman,4
Arthur L Kellermann,1
Arthur L Stinchcombe,1
Arthur Lewbel,30
Arthur M Diamond,4
Arthur M Diamond Jr,1
Arthur M Okun,1
Arthur Okun,5
Arthur PJ Mol,1
Arthur Poirier,1
Arthur Reynolds,1
Arthur Robson,3
Arthur S Goldberger,4
Arthur Schram,5
Arthur Seibold,2
Arthur Silve,1
Arthur Sinko,7
Arthur Small,2
Arthur Spirling,2
Arthur Stone,1
Arthur Sweetman,5
Arthur T Denzau,1
Arthur Thomas Blouin,1
Arthur V Smith,1
Arthur Van De Meerendonk,1
Arthur Van Riel,1
Arthur Van Soest,24
Arthur Vankan,1
Arthur Zillante,1
Arthur van Benthem,1
Arthur van Soest,11
Arti K Rai,1
Arti Maria,1
Arti Prasad,1
Arti Rai,1
Artie Zillante,1
Artiom Lyashenko,1
Artjoms Ivlevs,1
Arto C Nirkko,1
Artur Tarassow,2
Arturo Aguirre,1
Arturo Bris,4
Arturo Calvo-Mora,1
Arturo Calvo-Mora Schmidt,1
Arturo Castellanos,2
Arturo Fontaine,1
Arturo Galindo,1
Arturo Kirkconnell,1
Arturo Leon,1
Arturo Montenegro,1
Arturo Ramirez Verdugo,5
Arturo Russell,1
Arturo Sanchez,7
Arturo Torres Vargas,1
Arturs Kalnins,6
Arturs T Kalnins,1
Artyom Durnev,6
Artyom Shneyerov,2
Arun Advani,1
Arun Agrawal,30
Arun Batchu,1
Arun Chandrasekhar,6
Arun G Chandrasekhar,49
Arun G. Chandrasekhar,1
Arun K Agrawal,2
Arun Karlamangla,1
Arun Kumar Sen,5
Arun Maira,1
Arun Sen,5
Arun Tiwari,1
Aruna Rao,1
Arunabha Ghosh,2
Arunabha Sen,1
Arunava Sen,15
Arunish Chawla,1
Arup Banerji,3
Arup Bose,1
Arup K Sen,5
Arup Sen,5
Arusha Cooray,3
Arvin Oke,1
Arvind Ahuja,2
Arvind K Mathur,1
Arvind Krishnamurthy,20
Arvind Magesan,4
Arvind Mathur,1
Arvind Panagariya,6
Arvind Raghavan,1
Arvind Subramanian,12
Arvydas Ruseckas,1
Arwin G Zeissler,1
Arwin Van Buuren,1
Arwin Zeissler,7
Ary Bovenberg,1
Ary Lans BOVENBERG,1
Ary Lans Bovenberg,6
Arya Gaduh,3
Arye L Hillman,15
Aryed H Stein,1
Aryeh D Stein,42
Aryeh Neier,1
Aryeh Stein,7
Arzu Ozoguz,1
Arzu Sen,5
Arzu TaÅŸÃ§Ä±oÄŸlu,1
Arzu Uraz,1
Asa Kasher,1
Asad Dossani,2
Asad Islam,28
Asad Khan,1
Asad Liaqat,1
Asadul Islam,72
Asaf Manela,1
Asako Ohinata,7
Asako S Moriya,1
Asami Ihara,1
Asani Sarkar,5
AsbjÃ¸rn RÃ¸dseth,1
Asel Isakova,1
Asen Ivanov,12
Asep Suryahadi,6
Asger Lunde,47
Asger Wingender,1
Asghari Ghara Ehsan,1
Asha Belle McClurg,1
Asha Sundaram,1
Ashagre Yigletu,7
Ashani Amarasinghe,2
Ashantha Ranasinghe,1
Asher A Blass,1
Asher D Cutter,1
Asher Siebert,4
Asher Wolinsky,20
Ashim Ghosh,2
Ashim Kumar Ghosh,1
Ashirbad Pradhan,1
Ashis Das,2
Ashis K Sen,3
Ashis K Sen Sr,1
Ashis Sen,1
Ashish Arora,16
Ashish Chaturvedi,1
Ashish Chopra,1
Ashish Das,2
Ashish Goel,1
Ashish K Jha,2
Ashish Rebitzer,1
Ashish Shenoy,1
Ashkan Zeinalzadeh,1
Ashlesha Datar,1
Ashley A Auten,1
Ashley Amaya,1
Ashley C Craig,1
Ashley D Holland,1
Ashley D Taylor,1
Ashley E Ermer,3
Ashley Eastwood,1
Ashley Hazel,1
Ashley L Feld,1
Ashley Langer,1
Ashley M Fox,3
Ashley Martucci,1
Ashley Morgan,1
Ashley N Reese,1
Ashley Swanson,3
Ashley Symes,1
Ashley Vissing,1
Ashley Yea,1
Ashlyn Aiko Nelson,4
Ashnie Padarath,1
Ashok Bardhan,1
Ashok Gulati,1
Ashok K Mishra,1
Ashok K Pankaj,1
Ashok K Singha,1
Ashok Kaul,1
Ashok Kotwal,5
Ashok Kumar,1
Ashok Kumar Sen,1
Ashok Kumar Singha,1
Ashok Lahiri,1
Ashok Mitra,1
Ashok Parikh,1
Ashok Rudra,12
Ashok S Rai,1
Ashok Sanjay Guha,13
Ashok Singha,2
Ashoka Mody,6
Ashraf El-Hamalawi,3
Ashton Hawk,4
Ashu K Bansal,1
Ashutosh Mitra,1
Ashutosh Varshney,3
Ashvin Ashok,1
Ashwani Saith,1
Ashwath Doraiswamy,1
Ashwin Kambhampati,1
Ashwin Machanavajjhala,3
Ashwin Pande,1
Ashwin Sen,2
Ashwini Agrawal,1
Ashwini Chhatre,2
Ashwini Deshpande,6
Ashwini Natraj,3
Ashwini S Erande,1
Asia Sikora Kessler,1
Asif Islam,1
Asim I Khwaja,6
Asim Ijaz Khwaja,22
Asim Khwaja,14
Asim Kumar Sen,2
Asim Sen,3
Asin Tavakoli,4
Asish Aich,3
Asish Aieh,1
Asit K Das,1
Asko Kontinen,1
Asli Demirguc-Kunt,1
Asli Demirgucâ€Kunt,1
Aslihan Altay Salih,1
Aslihan Altay-Salih,1
Asma Benhenda,1
Asma Hyder,4
Asma Hyder Baloch,1
Asok Sen,1
Asoke Kumar Sen,1
Aspen E Smith,1
Aspen Gorry,1
Assaf Eilat,2
Assaf Razin,42
Assaf Romm,1
Assar Lindbeck,4
Assemblyman Michael Miller,1
Assimakis Komninos,1
Assistant Dean,1
Associate Walters Professors,1
Association internationale des sciences Ã©conomiques,1
Asta KY Wong,1
Astebro,1
Astrid Hopfensitz,2
Astrid Kunze,2
Astrid Marijke van der Sar,1
Astrid Matheeuwsen,2
Astrid de Wind,1
Asu Ozdaglar,4
Asuka Tsuru,1
Asuman E Ozdaglar,6
Asuman Ozdaglar,54
Aswath Damodaran,4
At Sectoral Level,1
Ata Can Bertay,1
Atar Herziger,1
Atchana Lamsam,1
Ate Nieuwenhuis,1
Athanasios Orphanides,1
Athanasios Papadopoulos,1
Athar Hussain,4
Athena T Theodorou,2
Athiphat Muthitacharoen,1
Athony Fisher,1
Atif Ellahie,1
Atif Mian,81
Atif R Mian,14
Atif Rahman,1
Atila Abdukadiroaglu,2
Atila Abdulkadiroaglu,1
Atila Abdulkadiroglu,50
Atila AbdulkadiroÄŸlu,45
Atila AbdulkadroÇ§lu,4
Atilim Seymen,1
Atilla Dikbas,1
Atish R Ghosh,6
AtkÃ¡ri JÃ¡nos,2
Atle G Guttormsen,3
Atle Oglend,6
Atle Seierstad,1
Atriya Sen,3
Atsushi Inoue,16
Atsushi Iwasaki,10
Atsushi Kajii,11
Atsushi Ohyama,7
Atsushi Sannabe,1
Attiat F Ott,1
Attila Ambrus,8
Attila Dikbas,1
Attila Lindner,8
Attila Lorincz,3
Attila S Lindner,1
Attila T Lorincz,1
Attilio Di Battista,1
Attilio Trezzini,1
Attorney General Crime Prevention Unit,1
Atul A Gawande,2
Atul Gupta,3
Atul Kohli,2
Atul Kumar Pandey,1
Aubhik Khan,82
Aubrey E Gilliland,1
Aude Bernardin,1
Aude Le Lannier,6
Aude Pommeret,2
Aude de Montesquiou,1
Audra Bowlus,2
Audra J Bowlus,6
Audrey Amrein-Beardsley,2
Audrey Beardsley,1
Audrey Beck,1
Audrey Bouvier,1
Audrey Guo,2
Audrey Hu,1
Audrey Kahara-Kawuki,1
Audrey Lee,2
Audrey Light,7
Audrey O Alton,2
Audrey Trevisiol,1
Audun LangÃ¸rgen,2
August Ralston,1
August Schupp,1
Augustin Bergeron,5
Augustin Kwasi Fosu,1
Augustin Landier,16
Augustin Maria,1
Augustin Richard,1
Augustin Tapsoba,2
Augustin Vicard,1
Augustine C Arize,1
Augustine HH Tan,1
Augustinus JJ Meershoek,1
Augusto AleÃ¡n Pico,1
Augusto Aninat,1
Augusto De la Torre,1
Augusto Lopez-Carlos,1
Augusto Palmonari,2
Augusto RUPÃ‰REZ,1
Augusto RamÃ­rez SolÃ­s,1
Augusto RupÃ©rez Micola,3
Augusto Villaescusa,1
Augusto de la Torre,1
Aura Moncada,1
Aurel Hizmo,2
Aurelian P Plopeanu,1
Aurelian Plopeanu,1
Aurelian-PetruÅŸ Plopeanu,1
Aurelie Bertaux,1
Aurelien Baillon,1
Aurelio Cruz,1
Aureo De Paula,10
Aureo De Paulo,1
Aureo de Paula,5
Aurlie Bertaux,1
Aurojit Panda,1
Aurora Ascione,1
Aurora GarcÃ­a Gallego,1
Aurora GarcÃ­a-Gallego,2
Aurora Lenz-Watson,1
Aurora Manrique,2
Aurore Archimbaud,3
Aurore Delaigle,1
AurÃ©lie Bertaux,5
AurÃ©lie Dariel,1
AurÃ©lie LefranÃ§ois,4
AurÃ©lie MÃ©jean,2
AurÃ©lie P Harou,2
AurÃ©lien Baillon,2
AurÃ©lien Dâ€™ISANTO,1
AurÃ©lien Dâ€™Isanto,1
Austan D Goolsbee,2
Austan Goolsbee,9
Austin Fragomen,1
Austin L Wright,2
Austin Nichols,6
Autumn Shafer,2
Ava Gail Cas,2
Avalokiteswar Sen,5
Avanidhar Subrahmanyam,5
Avery B Nathens,1
Avery Everhart,1
Avery Katz,2
Avery M Haviv,1
Avery W Katz,2
Avi Feller,1
Avi Fiegenbaum,1
Avi Goldfarb,91
Avi Shmida,2
Avi Simhon,3
Avi Weiss,5
Avi Widgerson,1
Avi Wigderson,1
Avia Spivak,7
Aviad Heifetz,2
Avid Greenaway,2
Avidit Acharya,5
Avila Orejuela,1
Avinanda Sen,1
Avinash Dixit,16
Avinash K DIXIT,1
Avinash K Dixit,18
Avinash Kamalakar Dixit,1
Avinash Kishore,1
Avinash Persaud,1
Avirook Sen,1
Avis Jones-DeWeever,1
Avis Vidal,1
Avishay Bravenian,1
Avishay Braverman,5
Avishek Ghosh,1
Avishek Karmakar,1
Avishek Sen,1
Aviv Nevo,57
Aviva Aron Dine,1
Aviva Aron-Dine,5
Avner Ahituv,7
Avner Ben-Ner,6
Avner Caspi,1
Avner Greif,100
Avner Seror,1
Avner Shaked,6
Avon Longitudinal Study of Parents ,1
Avraham Ebenstein,9
Avraham Stoler,2
Avralt-Od Purevjav,1
Avril Horne,1
Avril Swarts,3
Avshalom Caspi,1
Awad B El Haddad,1
Awash Teklehaimanot,4
Awudu Abdulai,2
Axel Anderson,19
Axel Boersch-Supan,1
Axel Borsch-Supan,4
Axel Borsch-Suppan,1
Axel BÃ¶rsch-Supan,30
Axel BÃ¶rschâ€Supan,3
Axel BÃ¼cher,1
Axel Dreher,4
Axel Gautier,3
Axel Gottfries,5
Axel H Boersch-Supan,3
Axel H BÃ¶rsch-Supan,4
Axel Heitmueller,1
Axel Leijonhufvud,2
Axel Maurice,3
Axel Michealowa,1
Axel Ockenfels,170
Axel PlÃ¼nnecke,1
Axel Skytthe,3
Axel Sonntag,1
Axel Weber,1
Axel Werwatz,2
Axel Zerdick,2
Axelle Ferriere,7
Aya Goto,10
Ayako Kondo,1
Ayako Yasuda,5
Ayal Hassidim,1
Ayala Arad,5
Ayalew Ali,1
Ayalew Lulseged,1
Ayan Bhattacharya,1
Ayan Ghosh,2
Ayaz Ahmed,1
Ayca Kaya,1
Aydogan Alti,1
AydÄ±n AlptekinoÄŸlu,2
Ayelen Banegas,3
Ayelet Gneezy,1
Ayesha Jalal,1
Ayeti SIMAYI,1
Ayfer HortaÃ‡su,1
Ayhan Kose,5
Aylin Kumcu,1
Ayman AE Othman,3
Aymeric Blanc,1
Aynslie Ogden,1
Ayon Sen,1
Ayre L Hillman,1
Ayse GÃ¼l Mermer,1
Ayse Imrohoroglu,2
Aysegul Sahin,4
AysegÃ¼l Sahin,4
Aysu Okbay,6
Aytek Erdil,9
Aytek Malkhozov,2
Ayumu Ken Kikkawa,2
Ayung Tseng,1
Ayushi Bajaj,3
AyÃ§a Ebru Giritligil,1
AyÅŸe Ä°mrohoroÄŸlu,2
AyÅŸegÃ¼l Yildiz,1
AyÅŸegÃ¼l Åžahin,23
Az Eindhoven,1
Aza Raskin,1
Azade Dogan,3
Azade Seid-Fatemi,1
Azam Chaudhry,6
Azarakhsh Malekian,5
Azeem A Rehman,1
Azeem M Shaikh,52
Azeem M. Shaikh,1
Azeem Shaikh,9
Azeem Zaman,1
B,1
B Abel Andrew,1
B Adam,1
B Aitken,1
B Alan,2
B Anderson,1
B Andrew Chupp,3
B Apouey,3
B Armendariz,2
B Balci,1
B Barber,3
B Bartling,1
B Beare,1
B Beck-Schimmer,1
B Benjamin,1
B Bernanke,6
B Biswas,1
B Blondel,1
B Bosworth,1
B Bowerman,4
B Bowonder,1
B Breach,1
B Buemann,1
B CASEY,1
B Campbell,2
B Candelon,5
B Carvalho,1
B Chandra Mohan Patnaik,1
B Charbonnier,1
B Chen,2
B Cheng,2
B Cheroudi,1
B Cicatelli,1
B Conilh De Beyssac,1
B Cornet,10
B Creenwald,1
B Crutzen,3
B CrÃ©pon,1
B Dankbaar,2
B Das,1
B David Ballard,1
B Day,2
B DeLong,2
B Deck,1
B Deka,2
B Delahousse,1
B Delworth Gardner,1
B Deng,1
B Denovan,1
B Diba,1
B Domestic Market,1
B Dormont,1
B Dortland,1
B Douglas Bernheim,185
B Douglas Berriheim,1
B Dunbar,1
B Durham,1
B Dutta,7
B DÄ±az de Astarloa,1
B Dâ€™Excelle,1
B Edmondson,1
B Ehrenreich,1
B Eichegreen,1
B Eichengreen,1
B Esteve-Volart,1
B Fekadu,1
B Fischhoff,1
B Frederick,1
B Freeman Richard,1
B Frick,1
B Friedman,1
B Fuller,1
B Gao,1
B GarcÃ­a,1
B Gauthier,1
B Gertler Bernanke,1
B Glaser,1
B Gloy,1
B Goldsteyn,2
B Golsteyn,6
B Golub,1
B Gorman,1
B Gould,1
B Graham,1
B Greenwald,3
B Greenward,1
B Guo,2
B Gupta,2
B Hall,11
B Hampton,1
B Han,2
B Han Koh,1
B Hannover,1
B Hansen,1
B Hartung,1
B Hassani-M,1
B Hayo,1
B Hermalin,3
B Hobbs,3
B Hoekman,1
B Holmedal,1
B Hong,1
B Honore,1
B Hoots,1
B Hopkins,1
B Horn,1
B Huang,1
B Hubbell,1
B Irlenbusch,1
B Jacob,1
B Jacobs,9
B Javorcik,2
B Jeffrey Liebman,2
B Jo,1
B Jochimsen,1
B Jognne,1
B Johnson,1
B Jovanovic,1
B Jullien,4
B Kahin,1
B Kaninnen,1
B Kelsey Jack,5
B Khan,1
B Kim,2
B Kinsey,1
B Kitchens,2
B Klaauw,4
B Klingenberg,1
B Knutson,1
B Kocher,1
B Kriechel,8
B Krueger Alan,1
B Kuipers,2
B Kuziemko,1
B Larrain,1
